VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ0CP5D,Kitsap,Bremerton,WA,98310,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,214384901,POINT (-122.61136499999998 47.575195000000065),PUGET SOUND ENERGY INC,53035080400
1N4AZ1CP8K,Kitsap,Port Orchard,WA,98366,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,26,271008636,POINT (-122.63926499999997 47.53730000000007),PUGET SOUND ENERGY INC,53035092300
5YJXCAE28L,King,Seattle,WA,98199,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,36,8781552,POINT (-122.394185 47.63919500000003),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
SADHC2S1XK,Thurston,Olympia,WA,98503,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,2,8308492,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011628
JN1AZ0CP9B,Snohomish,Everett,WA,98204,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,21,245524527,POINT (-122.24128499999995 47.91088000000008),PUGET SOUND ENERGY INC,53061041901
1G1RB6S58J,Yakima,Selah,WA,98942,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,13,474699725,POINT (-120.54187999999999 46.654175000000066),PACIFICORP,53077003004
5YJ3E1EB7K,Spokane,Spokane,WA,99203,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,6,241573384,POINT (-117.42526499999997 47.635365000000036),MODERN ELECTRIC WATER COMPANY,53063004200
3FA6P0SU5E,Thurston,Tumwater,WA,98501,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35,143101213,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EB3K,Snohomish,Everett,WA,98203,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,38,209716587,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041601
1C4JJXP6XN,Kitsap,Port Orchard,WA,98366,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,26,205776434,POINT (-122.63926499999997 47.53730000000007),PUGET SOUND ENERGY INC,53035092200
5YJSA1E29L,Grant,Quincy,WA,98848,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,13,234919562,POINT (-119.84938729999999 47.233993300000066),PUD NO 2 OF GRANT COUNTY,53025010600
5YJYGDEE3L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,124338350,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051937
JHMZC5F1XJ,Snohomish,Bothell,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21,167134544,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061051922
1N4AZ0CP1D,Snohomish,Everett,WA,98203,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,38,178419972,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061040900
1N4AZ1BP4L,Snohomish,Everett,WA,98203,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,38,123583981,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041202
KMHC75LH5K,Thurston,Olympia,WA,98501,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Not eligible due to low battery range,29,0,22,179814883,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
5YJ3E1EBXJ,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,192335944,POINT (-122.22477569999995 47.91564090000003),PUGET SOUND ENERGY INC,53061041606
5YJ3E1EA5K,Snohomish,Monroe,WA,98272,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,39,476385325,POINT (-121.97221499999995 47.85674000000006),PUGET SOUND ENERGY INC,53061053802
WA1F2AFY8N,Yakima,Yakima,WA,98908,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,14,202295537,POINT (-120.60272019999996 46.59656250000006),PACIFICORP,53077002801
5YJ3E1EB0J,Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,301171153,POINT (-122.09150499999998 47.91555500000004),PUGET SOUND ENERGY INC,53061052401
1N4BZ0CP1H,King,Seattle,WA,98117,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,36,199305298,POINT (-122.37275999999997 47.689685000000054),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
5YJ3E1EB6K,Kitsap,Indianola,WA,98342,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,118213070,POINT (-122.52385499999997 47.752350000000035),PUGET SOUND ENERGY INC,53035940000
KNDCE3LG2K,Snohomish,Everett,WA,98204,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,21,5797200,POINT (-122.24128499999995 47.91088000000008),PUGET SOUND ENERGY INC,53061041905
JHMZC5F34L,Snohomish,Everett,WA,98208,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,44,147062534,POINT (-122.22477569999995 47.91564090000003),PUGET SOUND ENERGY INC,53061041607
5YJXCDE27H,Snohomish,Edmonds,WA,98020,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,162087971,POINT (-122.37507 47.80807000000004),PUGET SOUND ENERGY INC,53061050403
2T3YL4DV5E,Snohomish,Everett,WA,98204,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,21,212053544,POINT (-122.24128499999995 47.91088000000008),PUGET SOUND ENERGY INC,53061041808
JN1AZ0CP5C,Walla Walla,Walla Walla,WA,99362,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,16,193763377,POINT (-118.34331999999995 46.06398500000006),PACIFICORP,53071920702
1N4BZ0CP3G,Chelan,Wenatchee,WA,98801,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,12,179546118,POINT (-120.32009 47.42255000000006),PUD NO 1 OF CHELAN COUNTY,53007961303
1N4BZ1CPXK,Chelan,Chelan,WA,98816,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,12,4753675,POINT (-120.015875 47.83989500000007),PUD NO 1 OF CHELAN COUNTY,53007960303
KNDCE3LG2L,Thurston,Lacey,WA,98503,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,148879433,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011300
1N4BZ0CP5H,Okanogan,Omak,WA,98841,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,7,124670304,POINT (-119.52996499999995 48.411470000000065),PUD NO 1 OF OKANOGAN COUNTY,53047970601
1N4AZ0CP7D,Kitsap,Port Orchard,WA,98366,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,110528260,POINT (-122.63926499999997 47.53730000000007),PUGET SOUND ENERGY INC,53035092600
5YJSA1V48F,Island,Langley,WA,98260,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,229176797,POINT (-122.40801499999998 48.035570000000064),PUGET SOUND ENERGY INC,53029972000
5YJ3E1EA3K,Kitsap,Silverdale,WA,98383,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,211342183,POINT (-122.66807599999999 47.66597800000005),PUGET SOUND ENERGY INC,53035091206
5YJ3E1EB4L,Thurston,Olympia,WA,98506,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,104235218,POINT (-122.88747809999995 47.051957300000026),PUGET SOUND ENERGY INC,53067010300
1N4AZ0CP2E,Snohomish,Snohomish,WA,98296,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,218686835,POINT (-122.15133999999995 47.88511580000005),PUGET SOUND ENERGY INC,53061052108
5YJXCAE20K,Snohomish,Woodway,WA,98020,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,32,478749918,POINT (-122.37507 47.80807000000004),PUGET SOUND ENERGY INC,53061050600
1N4AZ1CP3J,Snohomish,Snohomish,WA,98296,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,44,333297310,POINT (-122.15133999999995 47.88511580000005),PUGET SOUND ENERGY INC,53061052008
5YJYGDEE5L,Grant,Moses Lake,WA,98837,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,110643508,POINT (-119.25998759999999 47.124015400000076),PUD NO 2 OF GRANT COUNTY,53025011002
5YJSA1E27K,Yakima,Yakima,WA,98902,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,15,474882180,POINT (-120.52401199999997 46.59739390000004),PACIFICORP,53077000301
5YJ3E1EB0J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,170582135,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052005
1N4BZ0CP5H,Kittitas,Kittitas,WA,98934,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,13,258342843,POINT (-120.41901499999994 46.98568000000006),PUGET SOUND ENERGY INC,53037975700
1G1FY6S08L,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,166075199,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067012001
1FADP5CU2E,Thurston,Olympia,WA,98512,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,128553491,POINT (-122.91310169999997 47.01359260000004),PUGET SOUND ENERGY INC,53067011000
5YJSA1DN9D,Snohomish,Brier,WA,98036,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,1,293019996,POINT (-122.31667499999998 47.81936500000006),PUGET SOUND ENERGY INC,53061051913
1N4AZ1CP3J,Snohomish,Bothell,WA,98021,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,1,280293891,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA4L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,35,2127142,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011722
7FCTGAAA4N,Snohomish,Edmonds,WA,98026,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,229843239,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050800
5YJ3E1EA2L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,23,2254542,POINT (-122.52357809999995 47.629332300000044),PUGET SOUND ENERGY INC,53035090901
KMHC05LH6K,Snohomish,Edmonds,WA,98026,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124,0,21,167322298,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061042003
3C3CFFGE8H,Kitsap,Bremerton,WA,98310,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,100805771,POINT (-122.61136499999998 47.575195000000065),PUGET SOUND ENERGY INC,53035080300
WBY7Z2C57J,King,Burien,WA,98166,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,34,289807101,POINT (-122.34101999999996 47.46593000000007),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901
1G1RD6E45E,Yakima,Yakima,WA,98908,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,142474272,POINT (-120.60272019999996 46.59656250000006),PACIFICORP,53077000903
1FT6W1EV8P,Snohomish,Everett,WA,98201,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,227255038,POINT (-122.20721999999995 47.97993500000007),PUGET SOUND ENERGY INC,53061040400
5YJ3E1EA3J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,346738318,POINT (-122.22477569999995 47.91564090000003),PUGET SOUND ENERGY INC,53061041609
5YJ3E1EB1J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,26,475527244,POINT (-122.65222999999997 47.571920000000034),PUGET SOUND ENERGY INC,53035081000
WBY1Z6C37H,King,Seattle,WA,98122,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,37,204770275,POINT (-122.30838999999997 47.61036500000006),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
5YJXCDE27L,King,Duvall,WA,98019,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,5,2246226,POINT (-121.98107469999997 47.73779620000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
5YJXCBE23K,Kittitas,Ronald,WA,98940,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,13,333271011,POINT (-121.05518019999994 47.255571400000065),PUGET SOUND ENERGY INC,53037975101
5YJ3E1EAXK,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,230784270,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052009
5YJSA1E22H,Walla Walla,College Place,WA,99324,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,16,176192796,POINT (-118.38408999999996 46.04389500000008),PACIFICORP,53071920200
5YJYGDEE6L,Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,12,118183523,POINT (-120.32009 47.42255000000006),PUD NO 1 OF CHELAN COUNTY,53007960700
1N4AZ1CP7K,Skagit,Burlington,WA,98233,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,235660589,POINT (-122.33078999999998 48.47476500000005),PUGET SOUND ENERGY INC,53057951900
1N4BZ0CP7H,Snohomish,Bothell,WA,98012,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,1,186199730,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052107
5YJXCDE25G,Douglas,Orondo,WA,98843,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,12,249077650,POINT (-120.19486999999998 47.70421500000003),PUD NO 1 OF DOUGLAS COUNTY,53017950101
5YJ3E1EB3J,Snohomish,Snohomish,WA,98296,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,264444624,POINT (-122.15133999999995 47.88511580000005),PUGET SOUND ENERGY INC,53061052119
5YJXCBE24H,Island,Freeland,WA,98249,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,10,197947914,POINT (-122.54474499999998 48.03024000000005),PUGET SOUND ENERGY INC,53029971800
1G1FW6S07H,Snohomish,Snohomish,WA,98296,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,226016283,POINT (-122.15133999999995 47.88511580000005),PUGET SOUND ENERGY INC,53061052108
5UXKT0C52H,Kitsap,Kingston,WA,98346,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,23,127372570,POINT (-122.50155999999998 47.801900000000046),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB9K,Thurston,Olympia,WA,98502,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,224254236,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067010600
5YJSA1H1XE,Chelan,Leavenworth,WA,98826,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,12,8444677,POINT (-120.66191529999998 47.59700830000003),PUD NO 1 OF CHELAN COUNTY,53007960203
1G1FZ6S04K,Island,Langley,WA,98260,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,151504111,POINT (-122.40801499999998 48.035570000000064),PUGET SOUND ENERGY INC,53029972000
1FADP3R43G,Snohomish,Stanwood,WA,98292,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,10,348274244,POINT (-122.36840509999996 48.24149210000007),PUGET SOUND ENERGY INC,53061053202
5YJ3E1EA6L,King,Kent,WA,98030,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,47,161335485,POINT (-122.19975499999998 47.37483000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504
1N4AZ0CP4F,Kitsap,Bremerton,WA,98310,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,244078768,POINT (-122.61136499999998 47.575195000000065),PUGET SOUND ENERGY INC,53035080101
1C4JJXP61M,Thurston,Tenino,WA,98589,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,35,182674320,POINT (-122.85342099999997 46.855331800000044),PUGET SOUND ENERGY INC,53067012610
3FA6P0SU6F,Snohomish,Mill Creek,WA,98012,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,44,349890761,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061041609
KNDJP3AE8G,Snohomish,Lynnwood,WA,98036,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,32,303448575,POINT (-122.31667499999998 47.81936500000006),PUGET SOUND ENERGY INC,53061051702
WVWKP7AU4G,Snohomish,Bothell,WA,98021,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,1,278608662,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EB0J,Chelan,Wenatchee,WA,98801,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,12,474770243,POINT (-120.32009 47.42255000000006),PUD NO 1 OF CHELAN COUNTY,53007961304
5YJSA1E2XH,Spokane,Spokane,WA,99201,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,3,9783490,POINT (-117.43189499999994 47.66715500000004),MODERN ELECTRIC WATER COMPANY,53063002300
1G1FX6S04H,Snohomish,Edmonds,WA,98020,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32,104156608,POINT (-122.37507 47.80807000000004),PUGET SOUND ENERGY INC,53061050800
5YJ3E1EB4J,Kitsap,Suquamish,WA,98392,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,474533321,POINT (-122.55716999999999 47.733415000000036),PUGET SOUND ENERGY INC,53035940100
1FADP5CU7D,Skagit,Anacortes,WA,98221,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,10,185904673,POINT (-122.61530499999998 48.50127500000008),PUGET SOUND ENERGY INC,53057940302
1G1RA6E41D,Snohomish,Monroe,WA,98272,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,39,211965127,POINT (-121.97221499999995 47.85674000000006),PUGET SOUND ENERGY INC,53061052204
5YJSA1CG9D,Snohomish,Lynnwood,WA,98087,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,115380450,POINT (-122.2559465 47.86567880000007),PUGET SOUND ENERGY INC,53061041703
WBY1Z4C57F,Snohomish,Bothell,WA,98012,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,1,175251086,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052010
1N4AZ0CP7F,Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,474789269,POINT (-122.64176999999995 47.73752500000006),PUGET SOUND ENERGY INC,53035090501
1FADP3R4XD,Snohomish,Edmonds,WA,98026,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,32,140460813,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050800
1N4BZ0CP7G,Thurston,Olympia,WA,98513,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,2,122774900,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012420
5YJ3E1EB2L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,101894761,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052010
5YJ3E1EC3L,Kitsap,Seabeck,WA,98380,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,35,3016996,POINT (-122.84746199999995 47.638360000000034),PUGET SOUND ENERGY INC,53035091301
KNDCT3L15P,Kitsap,Bremerton,WA,98312,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,220754341,POINT (-122.65222999999997 47.571920000000034),PUGET SOUND ENERGY INC,53035091400
1G1RC6S57H,Kitsap,Port Orchard,WA,98367,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,35,132986605,POINT (-122.68516419999997 47.50645300000008),PUGET SOUND ENERGY INC,53035092901
5YJXCDE28K,Kitsap,Port Orchard,WA,98367,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,26,5001370,POINT (-122.68516419999997 47.50645300000008),PUGET SOUND ENERGY INC,53035092102
1N4AZ0CP8G,King,Bellevue,WA,98006,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,41,35325,POINT (-122.16936999999996 47.571015000000045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
5UXKT0C53J,Yakima,Zillah,WA,98953,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,15,153996167,POINT (-120.26033999999999 46.40493500000008),PACIFICORP,53077002201
5YJSA1H23F,Snohomish,Lynnwood,WA,98036,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,1,7821215,POINT (-122.31667499999998 47.81936500000006),PUGET SOUND ENERGY INC,53061051929
5YJSA1E21J,Skagit,Anacortes,WA,98221,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,40,285304512,POINT (-122.61530499999998 48.50127500000008),PUGET SOUND ENERGY INC,53057940600
1G6RL1E40G,Thurston,Rochester,WA,98579,2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,35,161629142,POINT (-123.09574999999995 46.82114000000007),PUGET SOUND ENERGY INC,53067012610
3FA6P0SU2D,Thurston,Olympia,WA,98502,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,104947160,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067010520
1N4AZ0CP5F,Snohomish,Edmonds,WA,98026,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,117975602,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050800
5YJ3E1EB5J,Chelan,Manson,WA,98831,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,12,266667950,POINT (-120.1531 47.88550500000008),PUD NO 1 OF CHELAN COUNTY,53007960400
5YJXCBE43J,Island,Coupeville,WA,98239,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,107384441,POINT (-122.68127499999997 48.21784000000008),PUGET SOUND ENERGY INC,53029971000
1N4AZ0CP1E,Snohomish,Snohomish,WA,98290,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39,197857824,POINT (-122.09150499999998 47.91555500000004),PUGET SOUND ENERGY INC,53061052211
